char_id,char,alphabet,font_family,font_size,font_face,width
48,0,russian,Courier,9,normal,8
49,1,russian,Courier,9,normal,8
50,2,russian,Courier,9,normal,8
51,3,russian,Courier,9,normal,8
52,4,russian,Courier,9,normal,8
53,5,russian,Courier,9,normal,8
54,6,russian,Courier,9,normal,8
55,7,russian,Courier,9,normal,8
56,8,russian,Courier,9,normal,8
57,9,russian,Courier,9,normal,8
33,!,russian,Courier,9,normal,8
34,"""",russian,Courier,9,normal,8
35,#,russian,Courier,9,normal,8
36,$,russian,Courier,9,normal,8
37,%,russian,Courier,9,normal,8
38,&,russian,Courier,9,normal,8
39,',russian,Courier,9,normal,8
40,(,russian,Courier,9,normal,8
41,),russian,Courier,9,normal,8
42,*,russian,Courier,9,normal,8
43,+,russian,Courier,9,normal,8
44,",",russian,Courier,9,normal,8
45,-,russian,Courier,9,normal,8
46,.,russian,Courier,9,normal,8
47,/,russian,Courier,9,normal,8
58,:,russian,Courier,9,normal,8
59,;,russian,Courier,9,normal,8
60,<,russian,Courier,9,normal,8
61,=,russian,Courier,9,normal,8
62,>,russian,Courier,9,normal,8
63,?,russian,Courier,9,normal,8
64,@,russian,Courier,9,normal,8
91,[,russian,Courier,9,normal,8
92,\,russian,Courier,9,normal,8
93,],russian,Courier,9,normal,8
94,^,russian,Courier,9,normal,8
95,_,russian,Courier,9,normal,8
96,`,russian,Courier,9,normal,8
123,{,russian,Courier,9,normal,8
124,|,russian,Courier,9,normal,8
125,},russian,Courier,9,normal,8
126,~,russian,Courier,9,normal,8
32, ,russian,Courier,9,normal,8
65,A,basic_latin,Courier,9,bold,9
66,B,basic_latin,Courier,9,bold,9
67,C,basic_latin,Courier,9,bold,9
68,D,basic_latin,Courier,9,bold,9
69,E,basic_latin,Courier,9,bold,9
70,F,basic_latin,Courier,9,bold,9
71,G,basic_latin,Courier,9,bold,9
72,H,basic_latin,Courier,9,bold,9
73,I,basic_latin,Courier,9,bold,9
74,J,basic_latin,Courier,9,bold,9
75,K,basic_latin,Courier,9,bold,9
76,L,basic_latin,Courier,9,bold,9
77,M,basic_latin,Courier,9,bold,9
78,N,basic_latin,Courier,9,bold,9
79,O,basic_latin,Courier,9,bold,9
80,P,basic_latin,Courier,9,bold,9
81,Q,basic_latin,Courier,9,bold,9
82,R,basic_latin,Courier,9,bold,9
83,S,basic_latin,Courier,9,bold,9
84,T,basic_latin,Courier,9,bold,9
85,U,basic_latin,Courier,9,bold,9
86,V,basic_latin,Courier,9,bold,9
87,W,basic_latin,Courier,9,bold,9
88,X,basic_latin,Courier,9,bold,9
89,Y,basic_latin,Courier,9,bold,9
90,Z,basic_latin,Courier,9,bold,9
97,a,basic_latin,Courier,9,bold,9
98,b,basic_latin,Courier,9,bold,9
99,c,basic_latin,Courier,9,bold,9
100,d,basic_latin,Courier,9,bold,9
101,e,basic_latin,Courier,9,bold,9
102,f,basic_latin,Courier,9,bold,9
103,g,basic_latin,Courier,9,bold,9
104,h,basic_latin,Courier,9,bold,9
105,i,basic_latin,Courier,9,bold,9
106,j,basic_latin,Courier,9,bold,9
107,k,basic_latin,Courier,9,bold,9
108,l,basic_latin,Courier,9,bold,9
109,m,basic_latin,Courier,9,bold,9
110,n,basic_latin,Courier,9,bold,9
111,o,basic_latin,Courier,9,bold,9
112,p,basic_latin,Courier,9,bold,9
113,q,basic_latin,Courier,9,bold,9
114,r,basic_latin,Courier,9,bold,9
115,s,basic_latin,Courier,9,bold,9
116,t,basic_latin,Courier,9,bold,9
117,u,basic_latin,Courier,9,bold,9
118,v,basic_latin,Courier,9,bold,9
119,w,basic_latin,Courier,9,bold,9
120,x,basic_latin,Courier,9,bold,9
121,y,basic_latin,Courier,9,bold,9
122,z,basic_latin,Courier,9,bold,9
48,0,basic_latin,Courier,9,bold,9
49,1,basic_latin,Courier,9,bold,9
50,2,basic_latin,Courier,9,bold,9
51,3,basic_latin,Courier,9,bold,9
52,4,basic_latin,Courier,9,bold,9
53,5,basic_latin,Courier,9,bold,9
54,6,basic_latin,Courier,9,bold,9
55,7,basic_latin,Courier,9,bold,9
56,8,basic_latin,Courier,9,bold,9
57,9,basic_latin,Courier,9,bold,9
33,!,basic_latin,Courier,9,bold,9
34,"""",basic_latin,Courier,9,bold,9
35,#,basic_latin,Courier,9,bold,9
36,$,basic_latin,Courier,9,bold,9
37,%,basic_latin,Courier,9,bold,9
38,&,basic_latin,Courier,9,bold,9
39,',basic_latin,Courier,9,bold,9
40,(,basic_latin,Courier,9,bold,9
41,),basic_latin,Courier,9,bold,9
42,*,basic_latin,Courier,9,bold,9
43,+,basic_latin,Courier,9,bold,9
44,",",basic_latin,Courier,9,bold,9
45,-,basic_latin,Courier,9,bold,9
46,.,basic_latin,Courier,9,bold,9
47,/,basic_latin,Courier,9,bold,9
58,:,basic_latin,Courier,9,bold,9
59,;,basic_latin,Courier,9,bold,9
60,<,basic_latin,Courier,9,bold,9
61,=,basic_latin,Courier,9,bold,9
62,>,basic_latin,Courier,9,bold,9
63,?,basic_latin,Courier,9,bold,9
64,@,basic_latin,Courier,9,bold,9
91,[,basic_latin,Courier,9,bold,9
92,\,basic_latin,Courier,9,bold,9
93,],basic_latin,Courier,9,bold,9
94,^,basic_latin,Courier,9,bold,9
95,_,basic_latin,Courier,9,bold,9
96,`,basic_latin,Courier,9,bold,9
123,{,basic_latin,Courier,9,bold,9
124,|,basic_latin,Courier,9,bold,9
125,},basic_latin,Courier,9,bold,9
126,~,basic_latin,Courier,9,bold,9
32, ,basic_latin,Courier,9,bold,9
1040,А,russian,Courier,9,bold,9
1041,Б,russian,Courier,9,bold,9
1042,В,russian,Courier,9,bold,9
1043,Г,russian,Courier,9,bold,9
1044,Д,russian,Courier,9,bold,9
1045,Е,russian,Courier,9,bold,9
1046,Ж,russian,Courier,9,bold,9
1047,З,russian,Courier,9,bold,9
1048,И,russian,Courier,9,bold,9
1049,Й,russian,Courier,9,bold,9
1050,К,russian,Courier,9,bold,9
1051,Л,russian,Courier,9,bold,9
1052,М,russian,Courier,9,bold,9
1053,Н,russian,Courier,9,bold,9
1054,О,russian,Courier,9,bold,9
1055,П,russian,Courier,9,bold,9
1056,Р,russian,Courier,9,bold,9
1057,С,russian,Courier,9,bold,9
1058,Т,russian,Courier,9,bold,9
1059,У,russian,Courier,9,bold,9
1060,Ф,russian,Courier,9,bold,9
1061,Х,russian,Courier,9,bold,9
1062,Ц,russian,Courier,9,bold,9
1063,Ч,russian,Courier,9,bold,9
1064,Ш,russian,Courier,9,bold,9
1065,Щ,russian,Courier,9,bold,9
1066,Ъ,russian,Courier,9,bold,9
1067,Ы,russian,Courier,9,bold,9
1068,Ь,russian,Courier,9,bold,9
1069,Э,russian,Courier,9,bold,9
1070,Ю,russian,Courier,9,bold,9
1071,Я,russian,Courier,9,bold,9
1072,а,russian,Courier,9,bold,9
1073,б,russian,Courier,9,bold,9
1074,в,russian,Courier,9,bold,9
1075,г,russian,Courier,9,bold,9
1076,д,russian,Courier,9,bold,9
1077,е,russian,Courier,9,bold,9
1078,ж,russian,Courier,9,bold,9
1079,з,russian,Courier,9,bold,9
1080,и,russian,Courier,9,bold,9
1081,й,russian,Courier,9,bold,9
1082,к,russian,Courier,9,bold,9
1083,л,russian,Courier,9,bold,9
1084,м,russian,Courier,9,bold,9
1085,н,russian,Courier,9,bold,9
1086,о,russian,Courier,9,bold,9
1087,п,russian,Courier,9,bold,9
1088,р,russian,Courier,9,bold,9
1089,с,russian,Courier,9,bold,9
1090,т,russian,Courier,9,bold,9
1091,у,russian,Courier,9,bold,9
1092,ф,russian,Courier,9,bold,9
1093,х,russian,Courier,9,bold,9
1094,ц,russian,Courier,9,bold,9
1095,ч,russian,Courier,9,bold,9
1096,ш,russian,Courier,9,bold,9
1097,щ,russian,Courier,9,bold,9
1098,ъ,russian,Courier,9,bold,9
1099,ы,russian,Courier,9,bold,9
1100,ь,russian,Courier,9,bold,9
1101,э,russian,Courier,9,bold,9
1102,ю,russian,Courier,9,bold,9
1103,я,russian,Courier,9,bold,9
48,0,russian,Courier,9,bold,9
49,1,russian,Courier,9,bold,9
50,2,russian,Courier,9,bold,9
51,3,russian,Courier,9,bold,9
52,4,russian,Courier,9,bold,9
53,5,russian,Courier,9,bold,9
54,6,russian,Courier,9,bold,9
55,7,russian,Courier,9,bold,9
56,8,russian,Courier,9,bold,9
57,9,russian,Courier,9,bold,9
33,!,russian,Courier,9,bold,9
34,"""",russian,Courier,9,bold,9
35,#,russian,Courier,9,bold,9
36,$,russian,Courier,9,bold,9
37,%,russian,Courier,9,bold,9
38,&,russian,Courier,9,bold,9
39,',russian,Courier,9,bold,9
40,(,russian,Courier,9,bold,9
41,),russian,Courier,9,bold,9
42,*,russian,Courier,9,bold,9
43,+,russian,Courier,9,bold,9
44,",",russian,Courier,9,bold,9
45,-,russian,Courier,9,bold,9
46,.,russian,Courier,9,bold,9
47,/,russian,Courier,9,bold,9
58,:,russian,Courier,9,bold,9
59,;,russian,Courier,9,bold,9
60,<,russian,Courier,9,bold,9
61,=,russian,Courier,9,bold,9
62,>,russian,Courier,9,bold,9
63,?,russian,Courier,9,bold,9
64,@,russian,Courier,9,bold,9
91,[,russian,Courier,9,bold,9
92,\,russian,Courier,9,bold,9
93,],russian,Courier,9,bold,9
94,^,russian,Courier,9,bold,9
95,_,russian,Courier,9,bold,9
96,`,russian,Courier,9,bold,9
123,{,russian,Courier,9,bold,9
124,|,russian,Courier,9,bold,9
125,},russian,Courier,9,bold,9
126,~,russian,Courier,9,bold,9
32, ,russian,Courier,9,bold,9
65,A,basic_latin,Courier,9,italic,14
66,B,basic_latin,Courier,9,italic,14
67,C,basic_latin,Courier,9,italic,14
68,D,basic_latin,Courier,9,italic,14
69,E,basic_latin,Courier,9,italic,14
70,F,basic_latin,Courier,9,italic,14
71,G,basic_latin,Courier,9,italic,14
72,H,basic_latin,Courier,9,italic,14
73,I,basic_latin,Courier,9,italic,14
74,J,basic_latin,Courier,9,italic,14
75,K,basic_latin,Courier,9,italic,14
76,L,basic_latin,Courier,9,italic,14
77,M,basic_latin,Courier,9,italic,14
78,N,basic_latin,Courier,9,italic,14
79,O,basic_latin,Courier,9,italic,14
80,P,basic_latin,Courier,9,italic,14
81,Q,basic_latin,Courier,9,italic,14
82,R,basic_latin,Courier,9,italic,14
83,S,basic_latin,Courier,9,italic,14
84,T,basic_latin,Courier,9,italic,14
85,U,basic_latin,Courier,9,italic,14
86,V,basic_latin,Courier,9,italic,14
87,W,basic_latin,Courier,9,italic,14
88,X,basic_latin,Courier,9,italic,14
89,Y,basic_latin,Courier,9,italic,14
90,Z,basic_latin,Courier,9,italic,14
97,a,basic_latin,Courier,9,italic,14
98,b,basic_latin,Courier,9,italic,14
99,c,basic_latin,Courier,9,italic,14
100,d,basic_latin,Courier,9,italic,14
101,e,basic_latin,Courier,9,italic,14
102,f,basic_latin,Courier,9,italic,14
103,g,basic_latin,Courier,9,italic,14
104,h,basic_latin,Courier,9,italic,14
105,i,basic_latin,Courier,9,italic,14
106,j,basic_latin,Courier,9,italic,14
107,k,basic_latin,Courier,9,italic,14
108,l,basic_latin,Courier,9,italic,14
109,m,basic_latin,Courier,9,italic,14
110,n,basic_latin,Courier,9,italic,14
111,o,basic_latin,Courier,9,italic,14
112,p,basic_latin,Courier,9,italic,14
113,q,basic_latin,Courier,9,italic,14
114,r,basic_latin,Courier,9,italic,14
115,s,basic_latin,Courier,9,italic,14
116,t,basic_latin,Courier,9,italic,14
117,u,basic_latin,Courier,9,italic,14
118,v,basic_latin,Courier,9,italic,14
119,w,basic_latin,Courier,9,italic,14
120,x,basic_latin,Courier,9,italic,14
121,y,basic_latin,Courier,9,italic,14
122,z,basic_latin,Courier,9,italic,14
48,0,basic_latin,Courier,9,italic,14
49,1,basic_latin,Courier,9,italic,14
50,2,basic_latin,Courier,9,italic,14
51,3,basic_latin,Courier,9,italic,14
52,4,basic_latin,Courier,9,italic,14
53,5,basic_latin,Courier,9,italic,14
54,6,basic_latin,Courier,9,italic,14
55,7,basic_latin,Courier,9,italic,14
56,8,basic_latin,Courier,9,italic,14
57,9,basic_latin,Courier,9,italic,14
33,!,basic_latin,Courier,9,italic,14
34,"""",basic_latin,Courier,9,italic,14
35,#,basic_latin,Courier,9,italic,14
36,$,basic_latin,Courier,9,italic,14
37,%,basic_latin,Courier,9,italic,14
38,&,basic_latin,Courier,9,italic,14
39,',basic_latin,Courier,9,italic,14
40,(,basic_latin,Courier,9,italic,14
41,),basic_latin,Courier,9,italic,14
42,*,basic_latin,Courier,9,italic,14
43,+,basic_latin,Courier,9,italic,14
44,",",basic_latin,Courier,9,italic,14
45,-,basic_latin,Courier,9,italic,14
46,.,basic_latin,Courier,9,italic,14
47,/,basic_latin,Courier,9,italic,14
58,:,basic_latin,Courier,9,italic,14
59,;,basic_latin,Courier,9,italic,14
60,<,basic_latin,Courier,9,italic,14
61,=,basic_latin,Courier,9,italic,14
62,>,basic_latin,Courier,9,italic,14
63,?,basic_latin,Courier,9,italic,14
64,@,basic_latin,Courier,9,italic,14
91,[,basic_latin,Courier,9,italic,14
92,\,basic_latin,Courier,9,italic,14
93,],basic_latin,Courier,9,italic,14
94,^,basic_latin,Courier,9,italic,14
95,_,basic_latin,Courier,9,italic,14
96,`,basic_latin,Courier,9,italic,14
123,{,basic_latin,Courier,9,italic,14
124,|,basic_latin,Courier,9,italic,14
125,},basic_latin,Courier,9,italic,14
126,~,basic_latin,Courier,9,italic,14
32, ,basic_latin,Courier,9,italic,14
1040,А,russian,Courier,9,italic,14
1041,Б,russian,Courier,9,italic,14
1042,В,russian,Courier,9,italic,14
1043,Г,russian,Courier,9,italic,14
1044,Д,russian,Courier,9,italic,14
1045,Е,russian,Courier,9,italic,14
1046,Ж,russian,Courier,9,italic,14
1047,З,russian,Courier,9,italic,14
1048,И,russian,Courier,9,italic,14
1049,Й,russian,Courier,9,italic,14
1050,К,russian,Courier,9,italic,14
1051,Л,russian,Courier,9,italic,14
1052,М,russian,Courier,9,italic,14
1053,Н,russian,Courier,9,italic,14
1054,О,russian,Courier,9,italic,14
1055,П,russian,Courier,9,italic,14
1056,Р,russian,Courier,9,italic,14
1057,С,russian,Courier,9,italic,14
1058,Т,russian,Courier,9,italic,14
1059,У,russian,Courier,9,italic,14
1060,Ф,russian,Courier,9,italic,14
1061,Х,russian,Courier,9,italic,14
1062,Ц,russian,Courier,9,italic,14
1063,Ч,russian,Courier,9,italic,14
1064,Ш,russian,Courier,9,italic,14
1065,Щ,russian,Courier,9,italic,14
1066,Ъ,russian,Courier,9,italic,14
1067,Ы,russian,Courier,9,italic,14
1068,Ь,russian,Courier,9,italic,14
1069,Э,russian,Courier,9,italic,14
1070,Ю,russian,Courier,9,italic,14
1071,Я,russian,Courier,9,italic,14
1072,а,russian,Courier,9,italic,14
1073,б,russian,Courier,9,italic,14
1074,в,russian,Courier,9,italic,14
1075,г,russian,Courier,9,italic,14
1076,д,russian,Courier,9,italic,14
1077,е,russian,Courier,9,italic,14
1078,ж,russian,Courier,9,italic,14
1079,з,russian,Courier,9,italic,14
1080,и,russian,Courier,9,italic,14
1081,й,russian,Courier,9,italic,14
1082,к,russian,Courier,9,italic,14
1083,л,russian,Courier,9,italic,14
1084,м,russian,Courier,9,italic,14
1085,н,russian,Courier,9,italic,14
1086,о,russian,Courier,9,italic,14
1087,п,russian,Courier,9,italic,14
1088,р,russian,Courier,9,italic,14
1089,с,russian,Courier,9,italic,14
1090,т,russian,Courier,9,italic,14
1091,у,russian,Courier,9,italic,14
1092,ф,russian,Courier,9,italic,14
1093,х,russian,Courier,9,italic,14
1094,ц,russian,Courier,9,italic,14
1095,ч,russian,Courier,9,italic,14
1096,ш,russian,Courier,9,italic,14
1097,щ,russian,Courier,9,italic,14
1098,ъ,russian,Courier,9,italic,14
1099,ы,russian,Courier,9,italic,14
1100,ь,russian,Courier,9,italic,14
1101,э,russian,Courier,9,italic,14
1102,ю,russian,Courier,9,italic,14
1103,я,russian,Courier,9,italic,14
48,0,russian,Courier,9,italic,14
49,1,russian,Courier,9,italic,14
50,2,russian,Courier,9,italic,14
51,3,russian,Courier,9,italic,14
52,4,russian,Courier,9,italic,14
53,5,russian,Courier,9,italic,14
54,6,russian,Courier,9,italic,14
55,7,russian,Courier,9,italic,14
56,8,russian,Courier,9,italic,14
57,9,russian,Courier,9,italic,14
33,!,russian,Courier,9,italic,14
34,"""",russian,Courier,9,italic,14
35,#,russian,Courier,9,italic,14
36,$,russian,Courier,9,italic,14
37,%,russian,Courier,9,italic,14
38,&,russian,Courier,9,italic,14
39,',russian,Courier,9,italic,14
40,(,russian,Courier,9,italic,14
41,),russian,Courier,9,italic,14
42,*,russian,Courier,9,italic,14
43,+,russian,Courier,9,italic,14
44,",",russian,Courier,9,italic,14
45,-,russian,Courier,9,italic,14
46,.,russian,Courier,9,italic,14
47,/,russian,Courier,9,italic,14
58,:,russian,Courier,9,italic,14
59,;,russian,Courier,9,italic,14
60,<,russian,Courier,9,italic,14
61,=,russian,Courier,9,italic,14
62,>,russian,Courier,9,italic,14
63,?,russian,Courier,9,italic,14
64,@,russian,Courier,9,italic,14
91,[,russian,Courier,9,italic,14
92,\,russian,Courier,9,italic,14
93,],russian,Courier,9,italic,14
94,^,russian,Courier,9,italic,14
95,_,russian,Courier,9,italic,14
96,`,russian,Courier,9,italic,14
123,{,russian,Courier,9,italic,14
124,|,russian,Courier,9,italic,14
125,},russian,Courier,9,italic,14
126,~,russian,Courier,9,italic,14
32, ,russian,Courier,9,italic,14
65,A,basic_latin,Courier,9,bold+italic,15
66,B,basic_latin,Courier,9,bold+italic,15
67,C,basic_latin,Courier,9,bold+italic,15
68,D,basic_latin,Courier,9,bold+italic,15
69,E,basic_latin,Courier,9,bold+italic,15
70,F,basic_latin,Courier,9,bold+italic,15
71,G,basic_latin,Courier,9,bold+italic,15
72,H,basic_latin,Courier,9,bold+italic,15
73,I,basic_latin,Courier,9,bold+italic,15
74,J,basic_latin,Courier,9,bold+italic,15
75,K,basic_latin,Courier,9,bold+italic,15
76,L,basic_latin,Courier,9,bold+italic,15
77,M,basic_latin,Courier,9,bold+italic,15
78,N,basic_latin,Courier,9,bold+italic,15
79,O,basic_latin,Courier,9,bold+italic,15
80,P,basic_latin,Courier,9,bold+italic,15
81,Q,basic_latin,Courier,9,bold+italic,15
82,R,basic_latin,Courier,9,bold+italic,15
83,S,basic_latin,Courier,9,bold+italic,15
84,T,basic_latin,Courier,9,bold+italic,15
85,U,basic_latin,Courier,9,bold+italic,15
86,V,basic_latin,Courier,9,bold+italic,15
87,W,basic_latin,Courier,9,bold+italic,15
88,X,basic_latin,Courier,9,bold+italic,15
89,Y,basic_latin,Courier,9,bold+italic,15
90,Z,basic_latin,Courier,9,bold+italic,15
97,a,basic_latin,Courier,9,bold+italic,15
98,b,basic_latin,Courier,9,bold+italic,15
99,c,basic_latin,Courier,9,bold+italic,15
100,d,basic_latin,Courier,9,bold+italic,15
101,e,basic_latin,Courier,9,bold+italic,15
102,f,basic_latin,Courier,9,bold+italic,15
103,g,basic_latin,Courier,9,bold+italic,15
104,h,basic_latin,Courier,9,bold+italic,15
105,i,basic_latin,Courier,9,bold+italic,15
106,j,basic_latin,Courier,9,bold+italic,15
107,k,basic_latin,Courier,9,bold+italic,15
108,l,basic_latin,Courier,9,bold+italic,15
109,m,basic_latin,Courier,9,bold+italic,15
110,n,basic_latin,Courier,9,bold+italic,15
111,o,basic_latin,Courier,9,bold+italic,15
112,p,basic_latin,Courier,9,bold+italic,15
113,q,basic_latin,Courier,9,bold+italic,15
114,r,basic_latin,Courier,9,bold+italic,15
115,s,basic_latin,Courier,9,bold+italic,15
116,t,basic_latin,Courier,9,bold+italic,15
117,u,basic_latin,Courier,9,bold+italic,15
118,v,basic_latin,Courier,9,bold+italic,15
119,w,basic_latin,Courier,9,bold+italic,15
120,x,basic_latin,Courier,9,bold+italic,15
121,y,basic_latin,Courier,9,bold+italic,15
122,z,basic_latin,Courier,9,bold+italic,15
48,0,basic_latin,Courier,9,bold+italic,15
49,1,basic_latin,Courier,9,bold+italic,15
50,2,basic_latin,Courier,9,bold+italic,15
51,3,basic_latin,Courier,9,bold+italic,15
52,4,basic_latin,Courier,9,bold+italic,15
53,5,basic_latin,Courier,9,bold+italic,15
54,6,basic_latin,Courier,9,bold+italic,15
55,7,basic_latin,Courier,9,bold+italic,15
56,8,basic_latin,Courier,9,bold+italic,15
57,9,basic_latin,Courier,9,bold+italic,15
33,!,basic_latin,Courier,9,bold+italic,15
34,"""",basic_latin,Courier,9,bold+italic,15
35,#,basic_latin,Courier,9,bold+italic,15
36,$,basic_latin,Courier,9,bold+italic,15
37,%,basic_latin,Courier,9,bold+italic,15
38,&,basic_latin,Courier,9,bold+italic,15
39,',basic_latin,Courier,9,bold+italic,15
40,(,basic_latin,Courier,9,bold+italic,15
41,),basic_latin,Courier,9,bold+italic,15
42,*,basic_latin,Courier,9,bold+italic,15
43,+,basic_latin,Courier,9,bold+italic,15
44,",",basic_latin,Courier,9,bold+italic,15
45,-,basic_latin,Courier,9,bold+italic,15
46,.,basic_latin,Courier,9,bold+italic,15
47,/,basic_latin,Courier,9,bold+italic,15
