text,width,alphabet,font_family,font_size,font_face,symbols_count,is_monospaced
Out major born guy,180,latin,Courier,12,bold,18,True
Claim well two truth,200,latin,Courier,12,bold,20,True
Medical current hear,200,latin,Courier,12,bold,20,True
Blood personal success,220,latin,Courier,12,bold,22,True
Measure ago current practice,280,latin,Courier,12,bold,28,True
Quality throughout beautiful,280,latin,Courier,12,bold,28,True
Who up sense ready require human,320,latin,Courier,12,bold,32,True
According south recently future choice,380,latin,Courier,12,bold,38,True
Whatever from behavior benefit suggest,380,latin,Courier,12,bold,38,True
Animal direction eye bag do big everyone,400,latin,Courier,12,bold,40,True
Network open according remain arrive attack all,470,latin,Courier,12,bold,47,True
Wall then fire pretty how trip learn enter east,470,latin,Courier,12,bold,47,True
Player half have decide environment view possible,490,latin,Courier,12,bold,49,True
Form method everything magazine much rich think office,540,latin,Courier,12,bold,54,True
No enjoy once today human despite young meeting before,540,latin,Courier,12,bold,54,True
Cell contain leg themselves away space task better present,580,latin,Courier,12,bold,58,True
Range successful simply director allow firm environment decision,640,latin,Courier,12,bold,64,True
Able hospital unit size expect recent room situation product main,650,latin,Courier,12,bold,65,True
Team activity result race Mr environment political born itself law,660,latin,Courier,12,bold,66,True
Purpose,70,latin,Courier,12,italic,7,True
Out major born guy,169,latin,Courier,12,italic,18,True
Claim well two truth,187,latin,Courier,12,italic,20,True
Medical current hear,187,latin,Courier,12,italic,20,True
Blood personal success,205,latin,Courier,12,italic,22,True
Measure ago current practice,259,latin,Courier,12,italic,28,True
Quality throughout beautiful,259,latin,Courier,12,italic,28,True
Who up sense ready require human,295,latin,Courier,12,italic,32,True
According south recently future choice,349,latin,Courier,12,italic,38,True
Whatever from behavior benefit suggest,349,latin,Courier,12,italic,38,True
Animal direction eye bag do big everyone,367,latin,Courier,12,italic,40,True
Network open according remain arrive attack all,430,latin,Courier,12,italic,47,True
Wall then fire pretty how trip learn enter east,430,latin,Courier,12,italic,47,True
Player half have decide environment view possible,448,latin,Courier,12,italic,49,True
Form method everything magazine much rich think office,493,latin,Courier,12,italic,54,True
No enjoy once today human despite young meeting before,493,latin,Courier,12,italic,54,True
Cell contain leg themselves away space task better present,529,latin,Courier,12,italic,58,True
Range successful simply director allow firm environment decision,583,latin,Courier,12,italic,64,True
Able hospital unit size expect recent room situation product main,592,latin,Courier,12,italic,65,True
Team activity result race Mr environment political born itself law,601,latin,Courier,12,italic,66,True
Purpose,77,latin,Courier,12,bold+italic,7,True
Out major born guy,187,latin,Courier,12,bold+italic,18,True
Claim well two truth,207,latin,Courier,12,bold+italic,20,True
Medical current hear,207,latin,Courier,12,bold+italic,20,True
Blood personal success,227,latin,Courier,12,bold+italic,22,True
Measure ago current practice,287,latin,Courier,12,bold+italic,28,True
Quality throughout beautiful,287,latin,Courier,12,bold+italic,28,True
Who up sense ready require human,327,latin,Courier,12,bold+italic,32,True
According south recently future choice,387,latin,Courier,12,bold+italic,38,True
Whatever from behavior benefit suggest,387,latin,Courier,12,bold+italic,38,True
Animal direction eye bag do big everyone,407,latin,Courier,12,bold+italic,40,True
Network open according remain arrive attack all,477,latin,Courier,12,bold+italic,47,True
Wall then fire pretty how trip learn enter east,477,latin,Courier,12,bold+italic,47,True
Player half have decide environment view possible,497,latin,Courier,12,bold+italic,49,True
Form method everything magazine much rich think office,547,latin,Courier,12,bold+italic,54,True
No enjoy once today human despite young meeting before,547,latin,Courier,12,bold+italic,54,True
Cell contain leg themselves away space task better present,587,latin,Courier,12,bold+italic,58,True
Range successful simply director allow firm environment decision,647,latin,Courier,12,bold+italic,64,True
Able hospital unit size expect recent room situation product main,657,latin,Courier,12,bold+italic,65,True
Team activity result race Mr environment political born itself law,667,latin,Courier,12,bold+italic,66,True
Purpose,63,latin,Courier,14,normal,7,True
Out major born guy,162,latin,Courier,14,normal,18,True
Claim well two truth,180,latin,Courier,14,normal,20,True
Medical current hear,180,latin,Courier,14,normal,20,True
Blood personal success,198,latin,Courier,14,normal,22,True
Measure ago current practice,252,latin,Courier,14,normal,28,True
Quality throughout beautiful,252,latin,Courier,14,normal,28,True
Who up sense ready require human,288,latin,Courier,14,normal,32,True
According south recently future choice,342,latin,Courier,14,normal,38,True
Whatever from behavior benefit suggest,342,latin,Courier,14,normal,38,True
Animal direction eye bag do big everyone,360,latin,Courier,14,normal,40,True
Network open according remain arrive attack all,423,latin,Courier,14,normal,47,True
Wall then fire pretty how trip learn enter east,423,latin,Courier,14,normal,47,True
Player half have decide environment view possible,441,latin,Courier,14,normal,49,True
Form method everything magazine much rich think office,486,latin,Courier,14,normal,54,True
No enjoy once today human despite young meeting before,486,latin,Courier,14,normal,54,True
Cell contain leg themselves away space task better present,522,latin,Courier,14,normal,58,True
Range successful simply director allow firm environment decision,576,latin,Courier,14,normal,64,True
Able hospital unit size expect recent room situation product main,585,latin,Courier,14,normal,65,True
Team activity result race Mr environment political born itself law,594,latin,Courier,14,normal,66,True
Purpose,70,latin,Courier,14,bold,7,True
Out major born guy,180,latin,Courier,14,bold,18,True
Claim well two truth,200,latin,Courier,14,bold,20,True
Medical current hear,200,latin,Courier,14,bold,20,True
Blood personal success,220,latin,Courier,14,bold,22,True
Measure ago current practice,280,latin,Courier,14,bold,28,True
Quality throughout beautiful,280,latin,Courier,14,bold,28,True
Who up sense ready require human,320,latin,Courier,14,bold,32,True
According south recently future choice,380,latin,Courier,14,bold,38,True
Whatever from behavior benefit suggest,380,latin,Courier,14,bold,38,True
Animal direction eye bag do big everyone,400,latin,Courier,14,bold,40,True
Network open according remain arrive attack all,470,latin,Courier,14,bold,47,True
Wall then fire pretty how trip learn enter east,470,latin,Courier,14,bold,47,True
Player half have decide environment view possible,490,latin,Courier,14,bold,49,True
Form method everything magazine much rich think office,540,latin,Courier,14,bold,54,True
No enjoy once today human despite young meeting before,540,latin,Courier,14,bold,54,True
Cell contain leg themselves away space task better present,580,latin,Courier,14,bold,58,True
Range successful simply director allow firm environment decision,640,latin,Courier,14,bold,64,True
Able hospital unit size expect recent room situation product main,650,latin,Courier,14,bold,65,True
Team activity result race Mr environment political born itself law,660,latin,Courier,14,bold,66,True
Purpose,70,latin,Courier,14,italic,7,True
Out major born guy,169,latin,Courier,14,italic,18,True
Claim well two truth,187,latin,Courier,14,italic,20,True
Medical current hear,187,latin,Courier,14,italic,20,True
Blood personal success,205,latin,Courier,14,italic,22,True
Measure ago current practice,259,latin,Courier,14,italic,28,True
Quality throughout beautiful,259,latin,Courier,14,italic,28,True
Who up sense ready require human,295,latin,Courier,14,italic,32,True
According south recently future choice,349,latin,Courier,14,italic,38,True
Whatever from behavior benefit suggest,349,latin,Courier,14,italic,38,True
Animal direction eye bag do big everyone,367,latin,Courier,14,italic,40,True
Network open according remain arrive attack all,430,latin,Courier,14,italic,47,True
Wall then fire pretty how trip learn enter east,430,latin,Courier,14,italic,47,True
Player half have decide environment view possible,448,latin,Courier,14,italic,49,True
Form method everything magazine much rich think office,493,latin,Courier,14,italic,54,True
No enjoy once today human despite young meeting before,493,latin,Courier,14,italic,54,True
Cell contain leg themselves away space task better present,529,latin,Courier,14,italic,58,True
Range successful simply director allow firm environment decision,583,latin,Courier,14,italic,64,True
Able hospital unit size expect recent room situation product main,592,latin,Courier,14,italic,65,True
Team activity result race Mr environment political born itself law,601,latin,Courier,14,italic,66,True
Purpose,77,latin,Courier,14,bold+italic,7,True
Out major born guy,187,latin,Courier,14,bold+italic,18,True
Claim well two truth,207,latin,Courier,14,bold+italic,20,True
Medical current hear,207,latin,Courier,14,bold+italic,20,True
Blood personal success,227,latin,Courier,14,bold+italic,22,True
Measure ago current practice,287,latin,Courier,14,bold+italic,28,True
Quality throughout beautiful,287,latin,Courier,14,bold+italic,28,True
Who up sense ready require human,327,latin,Courier,14,bold+italic,32,True
According south recently future choice,387,latin,Courier,14,bold+italic,38,True
Whatever from behavior benefit suggest,387,latin,Courier,14,bold+italic,38,True
Animal direction eye bag do big everyone,407,latin,Courier,14,bold+italic,40,True
Network open according remain arrive attack all,477,latin,Courier,14,bold+italic,47,True
Wall then fire pretty how trip learn enter east,477,latin,Courier,14,bold+italic,47,True
Player half have decide environment view possible,497,latin,Courier,14,bold+italic,49,True
Form method everything magazine much rich think office,547,latin,Courier,14,bold+italic,54,True
No enjoy once today human despite young meeting before,547,latin,Courier,14,bold+italic,54,True
Cell contain leg themselves away space task better present,587,latin,Courier,14,bold+italic,58,True
Range successful simply director allow firm environment decision,647,latin,Courier,14,bold+italic,64,True
Able hospital unit size expect recent room situation product main,657,latin,Courier,14,bold+italic,65,True
Team activity result race Mr environment political born itself law,667,latin,Courier,14,bold+italic,66,True
Purpose,84,latin,Courier,16,normal,7,True
Out major born guy,216,latin,Courier,16,normal,18,True
Claim well two truth,240,latin,Courier,16,normal,20,True
Medical current hear,240,latin,Courier,16,normal,20,True
Blood personal success,264,latin,Courier,16,normal,22,True
Measure ago current practice,336,latin,Courier,16,normal,28,True
Quality throughout beautiful,336,latin,Courier,16,normal,28,True
Who up sense ready require human,384,latin,Courier,16,normal,32,True
According south recently future choice,456,latin,Courier,16,normal,38,True
Whatever from behavior benefit suggest,456,latin,Courier,16,normal,38,True
Animal direction eye bag do big everyone,480,latin,Courier,16,normal,40,True
Network open according remain arrive attack all,564,latin,Courier,16,normal,47,True
Wall then fire pretty how trip learn enter east,564,latin,Courier,16,normal,47,True
Player half have decide environment view possible,588,latin,Courier,16,normal,49,True
Form method everything magazine much rich think office,648,latin,Courier,16,normal,54,True
No enjoy once today human despite young meeting before,648,latin,Courier,16,normal,54,True
Cell contain leg themselves away space task better present,696,latin,Courier,16,normal,58,True
Range successful simply director allow firm environment decision,768,latin,Courier,16,normal,64,True
Able hospital unit size expect recent room situation product main,780,latin,Courier,16,normal,65,True
Team activity result race Mr environment political born itself law,792,latin,Courier,16,normal,66,True
Purpose,91,latin,Courier,16,bold,7,True
Out major born guy,234,latin,Courier,16,bold,18,True
Claim well two truth,260,latin,Courier,16,bold,20,True
Medical current hear,260,latin,Courier,16,bold,20,True
Blood personal success,286,latin,Courier,16,bold,22,True
Measure ago current practice,364,latin,Courier,16,bold,28,True
Quality throughout beautiful,364,latin,Courier,16,bold,28,True
Who up sense ready require human,416,latin,Courier,16,bold,32,True
According south recently future choice,494,latin,Courier,16,bold,38,True
Whatever from behavior benefit suggest,494,latin,Courier,16,bold,38,True
Animal direction eye bag do big everyone,520,latin,Courier,16,bold,40,True
Network open according remain arrive attack all,611,latin,Courier,16,bold,47,True
Wall then fire pretty how trip learn enter east,611,latin,Courier,16,bold,47,True
Player half have decide environment view possible,637,latin,Courier,16,bold,49,True
Form method everything magazine much rich think office,702,latin,Courier,16,bold,54,True
No enjoy once today human despite young meeting before,702,latin,Courier,16,bold,54,True
Cell contain leg themselves away space task better present,754,latin,Courier,16,bold,58,True
Range successful simply director allow firm environment decision,832,latin,Courier,16,bold,64,True
Able hospital unit size expect recent room situation product main,845,latin,Courier,16,bold,65,True
Team activity result race Mr environment political born itself law,858,latin,Courier,16,bold,66,True
Purpose,93,latin,Courier,16,italic,7,True
Out major born guy,225,latin,Courier,16,italic,18,True
Claim well two truth,249,latin,Courier,16,italic,20,True
Medical current hear,249,latin,Courier,16,italic,20,True
Blood personal success,273,latin,Courier,16,italic,22,True
Measure ago current practice,345,latin,Courier,16,italic,28,True
Quality throughout beautiful,345,latin,Courier,16,italic,28,True
Who up sense ready require human,393,latin,Courier,16,italic,32,True
According south recently future choice,465,latin,Courier,16,italic,38,True
Whatever from behavior benefit suggest,465,latin,Courier,16,italic,38,True
Animal direction eye bag do big everyone,489,latin,Courier,16,italic,40,True
Network open according remain arrive attack all,573,latin,Courier,16,italic,47,True
Wall then fire pretty how trip learn enter east,573,latin,Courier,16,italic,47,True
Player half have decide environment view possible,597,latin,Courier,16,italic,49,True
Form method everything magazine much rich think office,657,latin,Courier,16,italic,54,True
No enjoy once today human despite young meeting before,657,latin,Courier,16,italic,54,True
Cell contain leg themselves away space task better present,705,latin,Courier,16,italic,58,True
Range successful simply director allow firm environment decision,777,latin,Courier,16,italic,64,True
Able hospital unit size expect recent room situation product main,789,latin,Courier,16,italic,65,True
Team activity result race Mr environment political born itself law,801,latin,Courier,16,italic,66,True
Purpose,100,latin,Courier,16,bold+italic,7,True
Out major born guy,243,latin,Courier,16,bold+italic,18,True
Claim well two truth,269,latin,Courier,16,bold+italic,20,True
Medical current hear,269,latin,Courier,16,bold+italic,20,True
Blood personal success,295,latin,Courier,16,bold+italic,22,True
Measure ago current practice,373,latin,Courier,16,bold+italic,28,True
Quality throughout beautiful,373,latin,Courier,16,bold+italic,28,True
Who up sense ready require human,425,latin,Courier,16,bold+italic,32,True
According south recently future choice,503,latin,Courier,16,bold+italic,38,True
Whatever from behavior benefit suggest,503,latin,Courier,16,bold+italic,38,True
Animal direction eye bag do big everyone,529,latin,Courier,16,bold+italic,40,True
Network open according remain arrive attack all,620,latin,Courier,16,bold+italic,47,True
Wall then fire pretty how trip learn enter east,620,latin,Courier,16,bold+italic,47,True
Player half have decide environment view possible,646,latin,Courier,16,bold+italic,49,True
Form method everything magazine much rich think office,711,latin,Courier,16,bold+italic,54,True
No enjoy once today human despite young meeting before,711,latin,Courier,16,bold+italic,54,True
Cell contain leg themselves away space task better present,763,latin,Courier,16,bold+italic,58,True
Range successful simply director allow firm environment decision,841,latin,Courier,16,bold+italic,64,True
Able hospital unit size expect recent room situation product main,854,latin,Courier,16,bold+italic,65,True
Team activity result race Mr environment political born itself law,867,latin,Courier,16,bold+italic,66,True
Purpose,105,latin,Courier,20,normal,7,True
Out major born guy,270,latin,Courier,20,normal,18,True
Claim well two truth,300,latin,Courier,20,normal,20,True
Medical current hear,300,latin,Courier,20,normal,20,True
Blood personal success,330,latin,Courier,20,normal,22,True
Measure ago current practice,420,latin,Courier,20,normal,28,True
Quality throughout beautiful,420,latin,Courier,20,normal,28,True
Who up sense ready require human,480,latin,Courier,20,normal,32,True
According south recently future choice,570,latin,Courier,20,normal,38,True
Whatever from behavior benefit suggest,570,latin,Courier,20,normal,38,True
Animal direction eye bag do big everyone,600,latin,Courier,20,normal,40,True
Network open according remain arrive attack all,705,latin,Courier,20,normal,47,True
Wall then fire pretty how trip learn enter east,705,latin,Courier,20,normal,47,True
Player half have decide environment view possible,735,latin,Courier,20,normal,49,True
Form method everything magazine much rich think office,810,latin,Courier,20,normal,54,True
No enjoy once today human despite young meeting before,810,latin,Courier,20,normal,54,True
Cell contain leg themselves away space task better present,870,latin,Courier,20,normal,58,True
Range successful simply director allow firm environment decision,960,latin,Courier,20,normal,64,True
Able hospital unit size expect recent room situation product main,975,latin,Courier,20,normal,65,True
Team activity result race Mr environment political born itself law,990,latin,Courier,20,normal,66,True
Purpose,112,latin,Courier,20,bold,7,True
Out major born guy,288,latin,Courier,20,bold,18,True
Claim well two truth,320,latin,Courier,20,bold,20,True
Medical current hear,320,latin,Courier,20,bold,20,True
Blood personal success,352,latin,Courier,20,bold,22,True
Measure ago current practice,448,latin,Courier,20,bold,28,True
Quality throughout beautiful,448,latin,Courier,20,bold,28,True
Who up sense ready require human,512,latin,Courier,20,bold,32,True
According south recently future choice,608,latin,Courier,20,bold,38,True
Whatever from behavior benefit suggest,608,latin,Courier,20,bold,38,True
Animal direction eye bag do big everyone,640,latin,Courier,20,bold,40,True
Network open according remain arrive attack all,752,latin,Courier,20,bold,47,True
Wall then fire pretty how trip learn enter east,752,latin,Courier,20,bold,47,True
Player half have decide environment view possible,784,latin,Courier,20,bold,49,True
Form method everything magazine much rich think office,864,latin,Courier,20,bold,54,True
No enjoy once today human despite young meeting before,864,latin,Courier,20,bold,54,True
Cell contain leg themselves away space task better present,928,latin,Courier,20,bold,58,True
Range successful simply director allow firm environment decision,1024,latin,Courier,20,bold,64,True
Able hospital unit size expect recent room situation product main,1040,latin,Courier,20,bold,65,True
Team activity result race Mr environment political born itself law,1056,latin,Courier,20,bold,66,True
Purpose,117,latin,Courier,20,italic,7,True
Out major born guy,282,latin,Courier,20,italic,18,True
Claim well two truth,312,latin,Courier,20,italic,20,True
Medical current hear,312,latin,Courier,20,italic,20,True
Blood personal success,342,latin,Courier,20,italic,22,True
Measure ago current practice,432,latin,Courier,20,italic,28,True
Quality throughout beautiful,432,latin,Courier,20,italic,28,True
Who up sense ready require human,492,latin,Courier,20,italic,32,True
According south recently future choice,582,latin,Courier,20,italic,38,True
Whatever from behavior benefit suggest,582,latin,Courier,20,italic,38,True
Animal direction eye bag do big everyone,612,latin,Courier,20,italic,40,True
Network open according remain arrive attack all,717,latin,Courier,20,italic,47,True
Wall then fire pretty how trip learn enter east,717,latin,Courier,20,italic,47,True
